,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS,items
8726,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8727,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8728,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8729,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8730,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8731,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8732,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8733,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8734,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8735,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8736,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8737,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8738,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8739,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8740,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8741,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8742,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8743,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8744,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8745,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8746,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8747,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8748,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8749,DeepDepth,ROGALAND,SeleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8750,DeepDepth,ROGALAND,SeleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8751,DeepDepth,ROGALAND,SeleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8752,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8753,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8754,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8755,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8756,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8757,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8758,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8759,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8760,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8761,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8762,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8763,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8764,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8765,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8766,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8767,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8768,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8769,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8770,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8771,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8772,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8773,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8774,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8775,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8776,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8777,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8778,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8779,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8780,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8781,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8782,DeepDepth,ROGALAND,HeimdalFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8783,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8784,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8785,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8786,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8787,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8788,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8789,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8790,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8791,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8792,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8793,DeepDepth,ROGALAND,ListaFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8794,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8795,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8796,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8797,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8798,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8799,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8800,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8801,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8802,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8803,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8804,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8805,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8806,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
8807,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
8808,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
8809,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
8810,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8811,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8812,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8813,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8814,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8815,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8816,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8817,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8818,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8819,DeepDepth,ROGALAND,VaaleFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, ROGALAND, VaaleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
8820,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8821,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8822,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8823,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8824,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8825,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8826,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8827,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8828,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8829,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8830,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8831,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8832,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8833,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8834,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8835,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8836,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8837,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8838,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8839,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8840,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8841,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
8842,DeepDepth,ROGALAND,TyFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, ROGALAND, TyFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
