level_0,index,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS
5388,5388,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5389,5389,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5390,5390,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5391,5391,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5392,5392,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5393,5393,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5394,5394,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5395,5395,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5396,5396,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5397,5397,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5398,5398,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5399,5399,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5400,5400,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5401,5401,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5402,5402,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5403,5403,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5404,5404,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5405,5405,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5406,5406,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5407,5407,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5408,5408,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5409,5409,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5410,5410,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5411,5411,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5412,5412,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5413,5413,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5414,5414,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5415,5415,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5416,5416,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5417,5417,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5418,5418,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5419,5419,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5420,5420,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5421,5421,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5422,5422,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5423,5423,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5424,5424,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5425,5425,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5426,5426,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5427,5427,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5428,5428,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5429,5429,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5430,5430,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5431,5431,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5432,5432,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5433,5433,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5434,5434,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5435,5435,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5436,5436,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5437,5437,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5438,5438,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5439,5439,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5440,5440,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5441,5441,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5442,5442,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5443,5443,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5444,5444,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5445,5445,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5446,5446,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5447,5447,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5448,5448,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5449,5449,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5450,5450,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5451,5451,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5452,5452,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5453,5453,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5454,5454,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5455,5455,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5456,5456,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5457,5457,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5458,5458,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5459,5459,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5460,5460,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5461,5461,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5462,5462,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5463,5463,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5464,5464,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5465,5465,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5466,5466,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5467,5467,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5468,5468,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5469,5469,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5470,5470,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5471,5471,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5472,5472,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5473,5473,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5474,5474,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5475,5475,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5476,5476,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5477,5477,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5478,5478,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5479,5479,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5480,5480,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5481,5481,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5482,5482,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5483,5483,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5484,5484,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5485,5485,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5486,5486,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5487,5487,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5488,5488,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5489,5489,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5490,5490,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5491,5491,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5492,5492,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5493,5493,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5494,5494,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5495,5495,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5496,5496,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5497,5497,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5498,5498,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5499,5499,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5500,5500,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5501,5501,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5502,5502,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5503,5503,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5504,5504,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5505,5505,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5506,5506,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5507,5507,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5508,5508,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5509,5509,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5510,5510,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5511,5511,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5512,5512,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5513,5513,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5514,5514,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5515,5515,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5516,5516,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5517,5517,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5518,5518,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
5519,5519,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5520,5520,DeepDepth,ROGALAND,HeimdalFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5521,5521,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5522,5522,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5523,5523,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5524,5524,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5525,5525,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5526,5526,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5527,5527,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5528,5528,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5529,5529,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5530,5530,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5531,5531,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5532,5532,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5533,5533,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5534,5534,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5535,5535,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5536,5536,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5537,5537,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5538,5538,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5539,5539,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5540,5540,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5541,5541,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5542,5542,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5543,5543,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5544,5544,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5545,5545,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5546,5546,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5547,5547,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5548,5548,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5549,5549,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5550,5550,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5551,5551,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5552,5552,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5553,5553,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5554,5554,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5555,5555,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5556,5556,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5557,5557,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5558,5558,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5559,5559,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5560,5560,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5561,5561,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5562,5562,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5563,5563,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5564,5564,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5565,5565,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5566,5566,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5567,5567,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5568,5568,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5569,5569,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5570,5570,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5571,5571,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5572,5572,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5573,5573,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5574,5574,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5575,5575,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5576,5576,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5577,5577,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5578,5578,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5579,5579,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5580,5580,DeepDepth,ROTLIEGENDES,KupferschieferFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122
5581,5581,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5582,5582,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5583,5583,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5584,5584,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5585,5585,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5586,5586,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5587,5587,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5588,5588,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5589,5589,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5590,5590,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5591,5591,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5592,5592,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5593,5593,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5594,5594,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5595,5595,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5596,5596,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5597,5597,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5598,5598,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5599,5599,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5600,5600,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5601,5601,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5602,5602,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
