"SandstoneShale, BS175, HORDALAND, UtsiraFm, InterDepth, NormalCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Limestone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , HighPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS122, ROGALAND, HeimdalFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, SeleFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"SandstoneShale, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Limestone, BS85, ROGALAND, ListaFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, ROGALAND, HeimdalFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
