WELL,CALI,RDEP,RMED,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,SP,LITHO_CODE,LITHO_CONF
33_9-17,12.584200859,0.7872277498,0.6995760798,134.7048645,0.4300000072,11.553541183,43.426906586,2.1393873692,0.0044622305,1773.5460205,438465.84375,6814166.0,-1747.124023,28.920286179,65000.0,2.0
33_9-17,12.730169296,0.8065279722,0.7292007804,131.07040405,0.4276317656,9.6878757477,45.743412018,2.1775352955,0.0028842916,1773.697998,438465.84375,6814166.0,-1747.275879,29.279602051,65000.0,2.0
33_9-17,12.621667862,0.8100000024,0.7804169655,130.82113647,0.4123089612,7.1215538979,47.068748474,2.1882097721,0.0064781732,1773.8499756,438465.84375,6814166.0,-1747.427856,29.528862,65000.0,2.0
33_9-17,12.511049271,0.8069471121,0.8015928268,130.86013794,0.4277379811,5.74295187,50.217761993,2.162427187,0.004686194,1774.0019531,438465.84375,6814166.0,-1747.579834,29.792413712,65000.0,2.0
33_9-17,12.768013954,0.8090431094,0.7982017398,133.43965149,0.4088986516,5.4498901367,47.995315552,2.1395585537,0.0078313723,1774.1539307,438465.84375,6814166.0,-1747.731689,30.042398453,65000.0,2.0
33_9-17,12.64854908,0.8107578754,0.7958777547,137.99403381,0.400000006,5.271481514,45.738765717,2.1380934715,0.0068337615,1774.3060303,438465.84375,6814166.0,-1747.883545,29.375,65000.0,2.0
33_9-17,12.529085159,0.8011789918,0.7885059118,139.65242004,0.4052410424,5.4178171158,44.437736511,2.147258997,0.0050201155,1774.4580078,438465.84375,6814166.0,-1748.0354,29.348794937,65000.0,2.0
33_9-17,12.417095184,0.7889688015,0.7726237178,140.14099121,0.4499999881,6.2931461334,47.608783722,2.1326651573,-0.174124911,1774.6099854,438465.84375,6814166.0,-1748.187256,29.163431168,65000.0,2.0
33_9-17,12.417758942,0.7920011878,0.7362178564,140.58955383,0.4490049183,6.7127628326,50.013805389,2.1180102825,-0.019260819,1774.7619629,438465.84375,6814166.0,-1748.339111,29.549753189,65000.0,2.0
33_9-17,12.785331726,0.795494616,0.7222595215,141.42915344,0.4390282631,7.0751795769,53.407905579,2.0985364914,-0.019260819,1774.9139404,438465.8125,6814166.0,-1748.491089,29.9757061,65000.0,2.0
33_9-17,12.586610794,0.7900413275,0.7274178863,141.70471191,0.4300000072,7.1153144836,55.001567841,2.0928573608,-0.019260819,1775.06604,438465.8125,6814166.0,-1748.643066,29.738225937,65000.0,2.0
33_9-17,12.382518768,0.780580163,0.7468015552,141.7545929,0.4300000072,8.2456102371,55.756523132,2.0886733532,-0.019260819,1775.2180176,438465.8125,6814166.0,-1748.794922,29.579069138,65000.0,2.0
33_9-17,12.142846107,0.7720838189,0.76682657,141.77334595,0.4300000072,9.6932907104,50.831985474,2.0893023014,-0.019260819,1775.3699951,438465.8125,6814166.0,-1748.946777,29.102781296,65000.0,2.0
33_9-17,12.08590126,0.7670533061,0.7781276703,141.47402954,0.4300000072,10.750784874,47.168571472,2.0880749226,-0.019260819,1775.5219727,438465.8125,6814166.0,-1749.098633,28.907457352,65000.0,2.0
33_9-17,12.08590126,0.7718736529,0.7631874681,141.24177551,0.4300000072,11.217781067,47.075862885,2.0855162144,-0.019260819,1775.6739502,438465.8125,6814166.0,-1749.25061,29.260444641,65000.0,2.0
33_9-17,12.08590126,0.7827833891,0.7481448054,141.78334045,0.4300000072,11.769592285,48.260162354,2.0830934048,-0.019260819,1775.8259277,438465.8125,6814166.0,-1749.402466,29.385164261,65000.0,2.0
33_9-17,12.08590126,0.7954784036,0.7667453289,142.80596924,0.4300000072,12.475276947,48.372535706,2.0786817074,-0.019260819,1775.9780273,438465.8125,6814166.0,-1749.554321,29.5,65000.0,2.0
33_9-17,12.08590126,0.7931869626,0.7798340321,143.7006073,0.4300000072,14.033418655,48.329551697,2.080876112,-0.019260819,1776.1300049,438465.8125,6814166.0,-1749.706299,29.471502304,65000.0,2.0
33_9-17,12.08590126,0.7794191837,0.7766000032,143.11474609,0.4300000072,14.262616158,48.158599854,2.0816452503,-0.019260819,1776.2819824,438465.8125,6814166.0,-1749.858154,29.125,65000.0,2.0
33_9-17,12.08590126,0.7685080767,0.7761476636,143.20811462,0.4300000072,14.437929153,47.977672577,2.0794456005,-0.019260819,1776.43396,438465.8125,6814166.0,-1750.01001,29.125,65000.0,2.0
33_9-17,12.08590126,0.769592464,0.76988554,141.97009277,0.4300000072,14.663842201,45.372619629,2.075895071,-0.019260819,1776.5859375,438465.8125,6814166.0,-1750.161987,29.133546829,65000.0,2.0
33_9-17,12.08590126,0.7738640308,0.7649594545,141.53390503,0.4300000072,14.898548126,47.485046387,2.0733811855,-0.019260819,1776.7380371,438465.8125,6814166.0,-1750.313843,29.274511337,65000.0,2.0
33_9-17,12.08590126,0.7749999762,0.755112648,141.18333435,0.4300000072,15.192139626,47.872497559,2.0775008202,-0.019260819,1776.8900146,438465.8125,6814166.0,-1750.465698,29.601352692,65000.0,2.0
33_9-17,12.08590126,0.7749999762,0.7456866503,142.02297974,0.4300000072,14.572390556,50.049236298,2.0794744492,-0.019260819,1777.0419922,438465.8125,6814166.0,-1750.617554,29.265012741,65000.0,2.0
33_9-17,12.08590126,0.7764157653,0.7580808401,141.62599182,0.4300000072,14.722091675,48.470649719,2.0865535736,-0.019260819,1777.1939697,438465.8125,6814166.0,-1750.769409,29.478343964,65000.0,2.0
33_9-17,12.08590126,0.7819376588,0.7595204115,142.07463074,0.4300000072,14.629059792,49.848270416,2.0808615685,-0.019260819,1777.3459473,438465.8125,6814166.0,-1750.921387,29.166053772,65000.0,2.0
33_9-17,12.08590126,0.7825948596,0.7613220811,142.48426819,0.4300000072,14.273976326,46.890701294,2.0802733898,-0.019260819,1777.4979248,438465.8125,6814166.0,-1751.073364,29.868444443,65000.0,2.0
33_9-17,12.08590126,0.7805998325,0.7560577989,142.17529297,0.4300000072,13.845010757,50.50844574,2.0819559097,-0.019260819,1777.6500244,438465.78125,6814166.0,-1751.22522,29.756177902,65000.0,2.0
33_9-17,12.08590126,0.7772088051,0.7516075373,141.6882019,0.4300000072,13.592403412,49.70905304,2.0886349678,-0.019260819,1777.802002,438465.78125,6814166.0,-1751.377075,29.880895615,65000.0,2.0
33_9-17,12.08590126,0.7669650912,0.7558404207,141.43878174,0.4300000072,14.032140732,54.44890976,2.084913969,-0.019260819,1777.9539795,438465.78125,6814166.0,-1751.528931,30.0,65000.0,2.0
33_9-17,12.08590126,0.764384985,0.7569804192,141.20976257,0.4300000072,13.892948151,52.02204895,2.0767459869,-0.019260819,1778.105957,438465.78125,6814166.0,-1751.680908,29.994768143,65000.0,2.0
33_9-17,12.08590126,0.7698277831,0.7637600303,141.44250488,0.4300000072,14.127148628,51.803848267,2.0779702663,-0.019260819,1778.2579346,438465.78125,6814166.0,-1751.832764,29.875,65000.0,2.0
33_9-17,12.08590126,0.7720000148,0.7715244293,141.67524719,0.4300000072,14.163094521,51.552688599,2.0821473598,-0.019260819,1778.4100342,438465.78125,6814166.0,-1751.984741,29.8795681,65000.0,2.0
33_9-17,12.08590126,0.7685781717,0.7459096313,141.91540527,0.4300000072,13.736166954,50.474056244,2.0833759308,-0.019260819,1778.5620117,438465.78125,6814166.0,-1752.136597,29.982872009,65000.0,2.0
33_9-17,12.08590126,0.7731367946,0.749746263,142.36405945,0.4300000072,14.010745049,50.486442566,2.0828967094,-0.019260819,1778.7139893,438465.78125,6814166.0,-1752.288452,29.496097565,65000.0,2.0
33_9-17,12.08590126,0.7855069041,0.7731575966,142.80578613,0.4300000072,14.11935997,46.268005371,2.0888755322,-0.019260819,1778.8659668,438465.78125,6814166.0,-1752.440308,29.375,65000.0,2.0
33_9-17,12.086307526,0.7920296788,0.7821471691,142.91191101,0.4300000072,14.699798584,48.959892273,2.0847027302,-0.019260819,1779.0179443,438465.78125,6814166.0,-1752.592285,29.375,65000.0,2.0
33_9-17,12.102705002,0.7936737537,0.7950959802,139.60591125,0.4300000072,13.98209095,48.630908966,2.0846676826,-0.019260819,1779.1700439,438465.78125,6814166.0,-1752.744141,29.377954483,65000.0,2.0
33_9-17,12.147274971,0.7993698716,0.7906825542,139.85514832,0.4300000072,13.553681374,48.874359131,2.0793008804,-0.019260819,1779.3220215,438465.78125,6814166.0,-1752.895996,29.505149841,65000.0,2.0
33_9-17,12.093557358,0.8040053248,0.7849955559,140.09542847,0.4300000072,13.15259552,48.862121582,2.0840835571,-0.019260819,1779.473999,438465.78125,6814166.0,-1753.047852,29.754581451,65000.0,2.0
33_9-17,12.08590126,0.809661448,0.7793724537,139.84619141,0.4300000072,13.805948257,49.868534088,2.0831677914,-0.019260819,1779.6259766,438465.78125,6814166.0,-1753.199829,29.988538742,65000.0,2.0
33_9-17,12.08590126,0.8219550252,0.7777132988,139.59739685,0.4300000072,14.406956673,51.447223663,2.081017971,-0.019260819,1779.7779541,438465.78125,6814166.0,-1753.351807,29.243486404,65000.0,2.0
33_9-17,12.08590126,0.8349305391,0.7862817049,139.39784241,0.4300000072,16.903518677,49.775844574,2.0747945309,-0.019260819,1779.9299316,438465.78125,6814166.0,-1753.503662,28.752689362,65000.0,2.0
33_9-17,12.08590126,0.8436084986,0.7844958901,139.20133972,0.4300000072,24.177389145,46.415115356,2.0741474628,-0.019260819,1780.0820313,438465.78125,6814166.0,-1753.655518,29.00481987,65000.0,2.0
33_9-17,12.085338593,0.8427221775,0.7711353898,139.3759613,0.4301635325,36.938392639,47.561649323,2.0542018414,-0.019260819,1780.2340088,438465.75,6814166.0,-1753.807373,29.628406525,65000.0,2.0
33_9-17,11.982432365,0.8488364816,0.7777189016,139.54844666,0.4601678252,55.218799591,47.406524658,1.9996659756,-0.019260819,1780.3859863,438465.75,6814166.0,-1753.959229,30.250598907,65000.0,2.0
33_9-17,11.879525185,0.8582020998,0.8272080421,138.90002441,0.5299999714,55.218799591,47.499801636,1.9438947439,-0.019260819,1780.5379639,438465.75,6814166.0,-1754.111206,30.499946594,65000.0,2.0
33_9-17,11.776618004,0.8577613831,0.8839341998,139.07449341,0.5299999714,55.218799591,46.097797394,1.9068083763,-0.019260819,1780.6899414,438465.75,6814165.5,-1754.263062,30.126092911,65000.0,2.0
33_9-17,11.673711777,0.8605146408,0.8633081317,139.24909973,0.5299999714,55.218799591,46.21805191,1.8991392851,-0.019260819,1780.842041,438465.75,6814165.5,-1754.415039,29.876293182,65000.0,2.0
33_9-17,11.570804596,0.8707089424,0.8010156155,138.80371094,0.5299999714,55.218799591,45.133995056,1.8928518295,-0.019260819,1780.9940186,438465.75,6814165.5,-1754.566895,29.751028061,65000.0,2.0
33_9-17,11.467898369,0.8762792945,0.7808086872,140.68006897,0.5299999714,55.218799591,44.50655365,1.8927999735,-0.019260819,1781.1459961,438465.75,6814165.5,-1754.71875,30.36844635,65000.0,2.0
33_9-17,11.364991188,0.8738145232,0.8110818267,142.96887207,0.5299999714,55.218799591,41.818096161,1.8927999735,-0.019260819,1781.2979736,438465.75,6814165.5,-1754.870605,30.498308182,65000.0,2.0
33_9-17,11.262084961,0.8662909865,0.8369907737,143.49209595,0.5299999714,55.218799591,43.196086884,1.8927999735,-0.019260819,1781.4499512,438465.75,6814165.5,-1755.022583,30.5,65000.0,2.0
33_9-17,11.15917778,0.8560503721,0.8572193384,143.25471497,0.5299999714,55.218799591,43.249412537,1.8927999735,-0.019260819,1781.6019287,438465.75,6814165.5,-1755.174438,30.254711151,65000.0,2.0
33_9-17,11.056271553,0.8450807929,0.8168783784,143.00527954,0.5299999714,55.218799591,44.35124588,1.8927999735,-0.019260819,1781.7540283,438465.75,6814165.5,-1755.326294,29.882917404,65000.0,2.0
33_9-17,10.953364372,0.8334823847,0.7895545959,145.8299408,0.5299999714,55.218799591,43.18573761,1.8927999735,-0.019260819,1781.9060059,438465.75,6814165.5,-1755.478271,29.631038666,65000.0,2.0
33_9-17,10.850458145,0.8158915639,0.8285242915,147.06828308,0.5299999714,55.218799591,41.635097504,1.8927999735,-0.019260819,1782.0579834,438465.75,6814165.5,-1755.630127,29.868392944,65000.0,2.0
33_9-17,10.747550964,0.7955708504,0.7887076735,147.24563599,0.5299999714,55.218799591,39.135112762,1.8927999735,-0.019260819,1782.2099609,438465.75,6814165.5,-1755.782104,30.239242554,65000.0,2.0
33_9-17,10.644644737,0.7811921239,0.7756869793,147.39523315,0.5299999714,55.218799591,38.154735565,1.8927999735,-0.019260819,1782.3619385,438465.75,6814165.5,-1755.93396,29.765859604,65000.0,2.0
33_9-17,10.541737556,0.7776161432,0.770373404,147.20680237,0.5299999714,55.218799591,40.11737442,1.8927999735,-0.019260819,1782.5140381,438465.75,6814165.5,-1756.085815,29.870750427,65000.0,2.0
33_9-17,10.438831329,0.7779999971,0.7684666514,147.10371399,0.5299999714,55.218799591,41.692142487,1.8927999735,-0.019260819,1782.6660156,438465.75,6814165.5,-1756.237671,29.634256363,65000.0,2.0
33_9-17,10.335924149,0.7761674523,0.7639808655,147.05198669,0.5299999714,55.218799591,43.25107193,1.8927999735,-0.019260819,1782.8179932,438465.71875,6814165.5,-1756.389526,28.66431427,65000.0,2.0
33_9-17,10.233017921,0.770133853,0.7599693537,147.00212097,0.5299999714,55.218799591,42.743934631,1.8927999735,-0.019260819,1782.9699707,438465.71875,6814165.5,-1756.541504,28.744707108,65000.0,2.0
33_9-17,10.130110741,0.7639724016,0.7526347637,146.90444946,0.5299999714,55.218799591,45.017616272,1.8927999735,-0.019260819,1783.1219482,438465.71875,6814165.5,-1756.693481,28.98884201,65000.0,2.0
33_9-17,10.027204514,0.7529556751,0.7641091943,146.80476379,0.5299999714,55.218799591,45.511940002,1.8927999735,-0.019260819,1783.2739258,438465.71875,6814165.5,-1756.845337,29.833309174,65000.0,2.0
33_9-17,9.9242973328,0.7409977913,0.7541543841,146.61000061,0.5299999714,55.218799591,46.57037735,1.8927999735,-0.019260819,1783.4260254,438465.71875,6814165.5,-1756.997192,29.756242752,65000.0,2.0
33_9-17,9.8213911057,0.7381953001,0.7278404832,146.69470215,0.5299999714,55.218799591,47.068973541,1.8927999735,-0.019260819,1783.5780029,438465.71875,6814165.5,-1757.149048,29.954370499,65000.0,2.0
33_9-17,9.7184839249,0.7425694466,0.7246994972,146.51104736,0.5299999714,55.218799591,47.861404419,1.8927999735,-0.019260819,1783.7299805,438465.71875,6814165.5,-1757.300903,30.612854004,65000.0,2.0
33_9-17,9.6155776978,0.7414460778,0.73608917,146.59417725,0.5299999714,55.218799591,46.817375183,1.8927999735,-0.019260819,1783.881958,438465.71875,6814165.5,-1757.452881,31.295692444,65000.0,2.0
33_9-17,9.512670517,0.7360496521,0.7392425537,146.41210938,0.5299999714,55.218799591,44.606971741,1.8927999735,-0.019260819,1784.0339355,438465.71875,6814165.5,-1757.604736,31.97910881,65000.0,2.0
33_9-17,9.4097642899,0.7357620597,0.7355576158,146.49371338,0.5299999714,55.218799591,43.472961426,1.8927999735,-0.019260819,1784.1860352,438465.71875,6814165.5,-1757.756714,34.267192841,65000.0,2.0
33_9-17,9.3068571091,0.7387542725,0.7247439027,146.31317139,0.5299999714,55.218799591,46.675880432,1.8927999735,-0.019260819,1784.3380127,438465.71875,6814165.5,-1757.908569,35.697517395,65000.0,2.0
33_9-17,9.203950882,0.7446562648,0.7286592722,146.39317322,0.5299999714,55.218799591,54.535896301,1.8927999735,-0.316746175,1784.4899902,438465.71875,6814165.5,-1758.060425,37.064254761,65000.0,2.0
33_9-17,9.1010437012,0.7532150149,0.7503247261,162.6963501,0.4464027584,17.0991745,62.263378143,1.8714362383,-0.153081968,1784.6419678,438465.71875,6814165.5,-1758.212402,38.429950714,65000.0,2.0
33_9-17,9.1733837128,0.7587301731,0.7503247261,180.18730164,0.4492654502,14.875083923,65.939590454,1.9177023172,-0.028855231,1784.7939453,438465.71875,6814165.5,-1758.364258,109.92221832,65000.0,2.0
33_9-17,9.1941070557,0.7622983456,0.7503247261,145.24880981,0.4499999881,16.611272812,62.95508194,2.045532465,-0.007360096,1784.9460449,438465.71875,6814165.5,-1758.516113,120.64279175,65000.0,2.0
33_9-17,9.4040527344,0.7685813904,0.7503247261,142.94091797,0.4499999881,22.766395569,61.478385925,2.0522992611,-0.010918898,1785.0980225,438465.71875,6814165.5,-1758.667969,116.32933807,65000.0,2.0
33_9-17,10.03877449,0.7737098932,0.7503247261,143.91824341,0.4775471687,24.242826462,61.575908661,2.0265648365,-0.006116573,1785.25,438465.71875,6814165.5,-1758.819946,114.98139191,65000.0,2.0
33_9-17,11.295931816,0.7795388699,0.7503247261,144.45796204,0.4800000191,21.279846191,65.228797913,2.0149576664,-0.00405118,1785.4019775,438465.71875,6814165.5,-1758.971802,113.95629883,65000.0,2.0
33_9-17,12.247840881,0.7920343876,0.9119409323,144.95646667,0.4891293049,18.103136063,67.160125732,2.0449569225,-0.001083539,1785.5539551,438465.6875,6814165.5,-1759.123779,112.93195343,65000.0,2.0
33_9-17,12.121848106,0.8023722768,0.4950894713,149.42781067,0.4717879593,17.145101547,65.14981842,2.0856900215,-0.001969121,1785.7059326,438465.6875,6814165.5,-1759.275635,91.814407349,65000.0,2.0
33_9-17,12.10159874,0.8027626276,0.4298093319,154.27580261,0.4427714348,12.757825851,65.391311646,2.1136333942,-0.00103316,1785.8580322,438465.6875,6814165.5,-1759.42749,95.649520874,65000.0,2.0
33_9-17,12.143968582,0.7998865247,0.4328612685,164.79634094,0.4218942225,10.467004776,63.740085602,2.1142895222,-0.008710488,1786.0100098,438465.6875,6814165.5,-1759.579346,89.00769043,65000.0,2.0
33_9-17,12.26128006,0.8012161255,0.4534667134,186.39398193,0.4109696746,11.324338913,66.215156555,2.1049795151,-0.009961525,1786.1619873,438465.6875,6814165.5,-1759.731201,88.25,65000.0,2.0
33_9-17,12.730447769,0.7952801585,0.5118533969,188.41998291,0.4550027251,21.494068146,64.474876404,2.1008498669,-0.019585012,1786.3139648,438465.6875,6814165.5,-1759.883179,86.224876404,65000.0,2.0
33_9-17,12.535762787,0.7906461358,0.6009593606,188.22045898,0.4600000083,48.203338623,66.606506348,2.0952932835,-0.027649693,1786.4659424,438465.6875,6814165.5,-1760.035034,85.102279663,65000.0,2.0
33_9-17,12.235170364,0.7903617024,0.650126636,189.98948669,0.4510525465,57.053825378,68.273040771,2.0796682835,-0.039438296,1786.618042,438465.6875,6814165.5,-1760.187012,88.131607056,65000.0,2.0
33_9-17,12.670271873,0.7797620296,0.6596189737,190.28926086,0.4410759509,39.430168152,69.051025391,2.0683512688,-0.046656281,1786.7700195,438465.6875,6814165.5,-1760.338867,81.806968689,65000.0,2.0
33_9-17,12.330447197,0.7633473873,0.6706063747,192.43464661,0.4666830301,33.020637512,66.67905426,2.0692455769,-0.048895761,1786.9219971,438465.6875,6814165.5,-1760.490723,88.115478516,65000.0,2.0
33_9-17,13.154452324,0.7479285002,0.6792628169,195.00645447,0.4966126978,26.664941788,64.434494019,2.1308865547,-0.022523666,1787.0739746,438465.6875,6814165.5,-1760.6427,82.790374756,65000.0,2.0
33_9-17,14.460583687,0.7302905321,0.6840901375,196.0736084,0.4911587536,31.518587112,64.519050598,2.2554044724,-0.002148567,1787.2259521,438465.6875,6814165.5,-1760.794556,82.442062378,65000.0,2.0
33_9-17,14.706788063,0.7204667926,0.6931532025,196.94656372,0.4635467529,30.541524887,67.31804657,2.3528814316,-0.021685923,1787.3779297,438465.6875,6814165.5,-1760.946411,82.720443726,65000.0,2.0
33_9-17,12.995443344,0.7263664603,0.7080973983,195.86360168,0.4512118399,32.812679291,70.214096069,2.265560627,-0.038946219,1787.5300293,438465.6875,6814165.5,-1761.098267,82.310592651,65000.0,2.0
33_9-17,12.326403618,0.7367511392,0.7172746062,197.36528015,0.4412353933,28.266759872,69.850372314,2.1590075493,-0.032519944,1787.6820068,438465.65625,6814165.5,-1761.250122,82.907348633,65000.0,2.0
33_9-17,12.313380241,0.7415252328,0.7208331823,199.25965881,0.4312649667,28.58861351,69.094871521,2.0995168686,-0.031067301,1787.8339844,438465.65625,6814165.5,-1761.4021,83.436752319,65000.0,2.0
33_9-17,12.170550346,0.7419999838,0.7263397574,177.45996094,0.4648458958,27.223226547,67.039916992,2.0981140137,-0.038437579,1787.9859619,438465.65625,6814165.5,-1761.554077,84.153358459,65000.0,2.0
33_9-17,12.128084183,0.7414800525,0.7308332324,152.23464966,0.4786819816,21.923751831,67.455406189,2.0847485065,-0.035290461,1788.1379395,438465.65625,6814165.5,-1761.705933,83.598854065,65000.0,2.0
33_9-17,11.962656021,0.7373790741,0.7344304323,150.89141846,0.4973166585,18.869333267,65.235572815,2.0889205933,-0.035924386,1788.2900391,438465.65625,6814165.5,-1761.857788,84.149375916,65000.0,2.0
33_9-17,12.436733246,0.7334854007,0.7361090183,153.61801147,0.4827284813,17.26096344,66.925994873,2.0881726742,-0.044298638,1788.4420166,438465.65625,6814165.5,-1762.009644,82.738739014,65000.0,2.0
33_9-17,12.098795891,0.7329999804,0.738881886,154.25819397,0.4886063337,19.940830231,66.496948242,2.0780026913,-0.045000002,1788.5939941,438465.65625,6814165.5,-1762.161499,83.36063385,65000.0,2.0
33_9-17,12.393313408,0.7329999804,0.7442779541,155.54447937,0.4728347361,22.75279808,70.82723999,2.0788886547,-0.059668105,1788.7459717,438465.65625,6814165.5,-1762.313477,83.929130554,65000.0,2.0
33_9-17,13.669280052,0.732493341,0.7480080724,156.99021912,0.444340378,30.573163986,69.584571838,2.0585157871,-0.06739638,1788.8979492,438465.65625,6814165.5,-1762.465332,84.213829041,65000.0,2.0
33_9-17,13.075359344,0.7274640799,0.7473058701,156.68823242,0.4399999976,34.426868439,68.823524475,2.0601177216,-0.07802587,1789.0499268,438465.65625,6814165.5,-1762.617188,82.54410553,65000.0,2.0
33_9-17,11.775363922,0.7174853086,0.7445499301,158.89503479,0.4740004539,36.761638641,68.537498474,2.0624451637,-0.067190044,1789.2020264,438465.65625,6814165.5,-1762.769165,86.925064087,65000.0,2.0
33_9-17,11.331943512,0.7075083256,0.7387598753,160.7409668,0.5139053464,30.762701035,67.705345154,2.0988941193,-0.080498055,1789.3540039,438465.65625,6814165.5,-1762.921021,80.968925476,65000.0,2.0
33_9-17,11.744392395,0.7034963965,0.7204836011,161.76022339,0.5115529895,37.626590729,67.826469421,2.0895197392,-0.072065376,1789.5059814,438465.65625,6814165.5,-1763.072998,83.973503113,65000.0,2.0
33_9-17,11.406937599,0.7044937611,0.6959050894,162.65809631,0.4931536019,30.287778854,67.559127808,2.0849997997,-0.058388602,1789.657959,438465.65625,6814165.5,-1763.224854,84.539421082,65000.0,2.0
33_9-17,11.334648132,0.7064733505,0.6824988127,162.29637146,0.4900000095,28.443752289,67.972160339,2.085791111,-0.041724518,1789.8099365,438465.625,6814165.5,-1763.376709,84.080307007,65000.0,2.0
33_9-17,11.571351051,0.7280263901,0.6777704954,161.823349,0.4900000095,28.942577362,73.973854065,2.0853302479,-0.047164671,1789.9620361,438465.625,6814165.5,-1763.528564,84.837005615,65000.0,2.0
33_9-17,12.783582687,0.7392839193,0.6747812033,161.37466431,0.5150224566,43.32554245,73.300445557,2.0755245686,-0.026562154,1790.1140137,438465.625,6814165.5,-1763.68042,86.876686096,65000.0,2.0
33_9-17,13.27875042,0.7198204398,0.6621572971,162.04853821,0.4867323339,49.561950684,74.548904419,2.0640354156,-0.038244382,1790.2659912,438465.625,6814165.5,-1763.832275,87.457923889,65000.0,2.0
33_9-17,13.594435692,0.7075974941,0.6313332915,162.61471558,0.5463548899,45.222366333,71.453575134,2.0317425728,-0.063974097,1790.4179688,438465.625,6814165.5,-1763.984253,86.048484802,65000.0,2.0
33_9-17,13.932557106,0.7093003988,0.6032666564,161.70779419,0.5600000024,44.600837708,74.985900879,1.9641724825,-0.075849637,1790.5699463,438465.625,6814165.5,-1764.136108,85.336738586,65000.0,2.0
33_9-17,13.226320267,0.7182766199,0.5929959416,160.51098633,0.5435175896,48.833545685,73.711677551,1.9355592728,-0.079647847,1790.7220459,438465.625,6814165.5,-1764.288086,86.074119568,65000.0,2.0
33_9-17,12.299089432,0.7248899937,0.6102771759,156.27606201,0.4989396334,54.493339539,73.506629944,1.9590535164,-0.07648138,1790.8740234,438465.625,6814165.5,-1764.439941,84.812889099,65000.0,2.0
33_9-17,11.070889473,0.7274698615,0.6694057584,152.77981567,0.4654357731,30.071649551,73.204269409,2.030977726,-0.060208574,1791.026001,438465.625,6814165.5,-1764.591797,86.751724243,65000.0,2.0
33_9-17,10.867801666,0.7294015884,0.7378153801,151.95513916,0.4844769239,19.132350922,75.521697998,2.1184597015,-0.044884838,1791.1779785,438465.625,6814165.5,-1764.743774,87.046028137,65000.0,2.0
33_9-17,11.135560989,0.7356493473,0.7679901123,151.65592957,0.4737301171,16.526475906,75.655754089,2.1583287716,-0.045615964,1791.3299561,438465.625,6814165.5,-1764.89563,87.406745911,65000.0,2.0
33_9-17,11.739933968,0.7493215799,0.7600843906,151.1136322,0.4699999988,21.258747101,74.650588989,2.1443269253,-0.031226413,1791.4819336,438465.625,6814165.5,-1765.047485,88.107940674,65000.0,2.0
33_9-17,11.513622284,0.7709501982,0.734428525,150.91917419,0.4942453802,26.845256805,72.922164917,2.1454572678,-0.026399981,1791.6340332,438465.59375,6814165.5,-1765.199341,87.845909119,65000.0,2.0
33_9-17,11.555485725,0.7941399813,0.7183703184,151.78579712,0.524158299,21.646595001,72.512168884,2.1450283527,-0.027728833,1791.7860107,438465.59375,6814165.5,-1765.351196,88.152641296,65000.0,2.0
33_9-17,11.58590126,0.80863446,0.7157999873,153.36486816,0.5219713449,16.401422501,69.840507507,2.1213972569,-0.041783519,1791.9379883,438465.59375,6814165.5,-1765.503174,84.83782196,65000.0,2.0
33_9-17,11.467185974,0.8125483394,0.7157999873,157.45983887,0.488001287,16.922689438,71.73739624,2.0647420883,-0.047436412,1792.0899658,438465.59375,6814165.5,-1765.655029,84.999961853,65000.0,2.0
33_9-17,11.41261673,0.8075100183,0.718112886,158.55950928,0.4720245004,24.424119949,74.917198181,2.0297484398,-0.053993121,1792.2419434,438465.59375,6814165.5,-1765.807007,84.65184021,65000.0,2.0
33_9-17,11.406299591,0.7939651608,0.7237898707,157.2480011,0.4779529572,50.12707901,77.302207947,2.0376200676,-0.045608327,1792.394043,438465.59375,6814165.5,-1765.958862,86.687057495,65000.0,2.0
33_9-17,11.338152885,0.7742390633,0.7273979783,157.05848694,0.4800000191,39.61284256,76.908073425,2.101798296,-0.038044047,1792.5460205,438465.59375,6814165.5,-1766.110718,86.853797913,65000.0,2.0
33_9-17,11.277087212,0.7505322099,0.727289021,157.25799561,0.4563005567,26.326238632,74.564430237,2.1565670967,-0.031060679,1792.697998,438465.59375,6814165.5,-1766.262573,86.552505493,65000.0,2.0
33_9-17,11.419319153,0.7246025205,0.7267064452,158.87419128,0.4578709304,25.417015076,74.098388672,2.1542277336,-0.039300945,1792.8499756,438465.59375,6814165.5,-1766.414551,87.483863831,65000.0,2.0
33_9-17,11.540621758,0.7043350935,0.707768023,159.14306641,0.4913866818,22.931230545,74.321166992,2.1106250286,-0.036784198,1793.0019531,438465.59375,6814165.5,-1766.566406,86.965332031,65000.0,2.0
33_9-17,11.831276894,0.6965669394,0.6682797074,158.43548584,0.4921821654,15.132673264,75.791984558,2.0887331963,-0.026757464,1793.1539307,438465.59375,6814165.5,-1766.718262,87.336334229,65000.0,2.0
33_9-17,11.857512474,0.6972913146,0.6431129575,157.58753967,0.4977935255,10.159402847,75.505569458,2.103703022,-0.022486461,1793.3060303,438465.59375,6814165.5,-1766.870117,85.356781006,65000.0,2.0
33_9-17,11.910477638,0.6994277239,0.6500365138,156.31292725,0.4534115493,9.2986402512,73.419845581,2.1123716831,-0.022,1793.4580078,438465.5625,6814165.5,-1767.022095,84.75,65000.0,2.0
